id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
597;ferroseed;Thorn Seed Pokémon;ordinary;generation-v;;;;one;6;188;nothing;grass;steel;44;50;91;24;86;10;iron-barbs;When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.
598;ferrothorn;Thorn Pod Pokémon;ordinary;generation-v;;;;final;10;1100;ferroseed;grass;steel;74;94;131;54;116;20;iron-barbs anticipation;It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599;klink;Gear Pokémon;ordinary;generation-v;;;;one;3;210;nothing;steel;none;40;55;70;45;60;30;plus minus clear-body;The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600;klang;Gear Pokémon;ordinary;generation-v;;;;two;6;510;klink;steel;none;60;80;95;70;85;50;plus minus clear-body;By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.
601;klinklang;Gear Pokémon;ordinary;generation-v;;;;final;6;810;klang;steel;none;60;100;115;70;85;90;plus minus clear-body;The gear with the red core is rotated at high speed for a rapid energy charge.
602;tynamo;EleFish Pokémon;ordinary;generation-v;;;;one;2;3;nothing;electric;none;35;55;40;45;40;60;levitate;While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.
603;eelektrik;EleFish Pokémon;ordinary;generation-v;;;;two;12;220;tynamo;electric;none;65;85;70;75;70;40;levitate;They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604;eelektross;EleFish Pokémon;ordinary;generation-v;;;;final;21;805;eelektrik;electric;none;85;115;80;105;80;50;levitate;They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605;elgyem;Cerebral Pokémon;ordinary;generation-v;;;;one;5;90;nothing;psychic;none;55;55;55;85;55;30;telepathy synchronize analytic;It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.
606;beheeyem;Cerebral Pokémon;ordinary;generation-v;;;;final;10;345;elgyem;psychic;none;75;75;75;125;95;40;telepathy synchronize analytic;It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.
607;litwick;Candle Pokémon;ordinary;generation-v;;;;one;3;31;nothing;ghost;fire;50;30;55;65;55;20;flash-fire flame-body infiltrator;Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.
608;lampent;Lamp Pokémon;ordinary;generation-v;;;;two;6;130;litwick;ghost;fire;60;40;60;95;60;55;flash-fire flame-body infiltrator;This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.
609;chandelure;Luring Pokémon;ordinary;generation-v;;;;final;10;343;lampent;ghost;fire;60;55;90;145;90;80;flash-fire flame-body infiltrator;It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.
610;axew;Tusk Pokémon;ordinary;generation-v;;;;one;6;180;nothing;dragon;none;46;87;60;30;40;57;rivalry mold-breaker unnerve;They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611;fraxure;Axe Jaw Pokémon;ordinary;generation-v;;;;two;10;360;axew;dragon;none;66;117;70;40;50;67;rivalry mold-breaker unnerve;Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.
612;haxorus;Axe Jaw Pokémon;ordinary;generation-v;;;;final;18;1055;fraxure;dragon;none;76;147;90;60;70;97;rivalry mold-breaker unnerve;They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613;cubchoo;Chill Pokémon;ordinary;generation-v;;;;one;5;85;nothing;ice;none;55;70;40;60;40;40;snow-cloak slush-rush rattled;When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.
614;beartic;Freezing Pokémon;ordinary;generation-v;;;;final;26;2600;cubchoo;ice;none;95;130;80;70;80;50;snow-cloak slush-rush swift-swim;It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.
615;cryogonal;Crystallizing Pokémon;ordinary;generation-v;;;;final;11;1480;nothing;ice;none;80;50;50;95;135;105;levitate;When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.
616;shelmet;Snail Pokémon;ordinary;generation-v;;;;one;4;77;nothing;bug;none;50;40;85;40;65;25;hydration shell-armor overcoat;When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.
617;accelgor;Shell Out Pokémon;ordinary;generation-v;;;;final;8;253;shelmet;bug;none;80;70;40;100;60;145;hydration sticky-hold unburden;When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.
618;stunfisk;Trap Pokémon;ordinary;generation-v;;;;final;7;110;nothing;ground;electric;109;66;84;81;99;32;static limber sand-veil;Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity. Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity. For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body.
618;stunfisk;Trap Pokémon;ordinary;generation-viii;galarian;;;final;7;230;nothing;ground;steel;109;81;99;66;84;32;mimicry;Living in mud with a high iron content has given it a strong steel body. Its conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them.
619;mienfoo;Martial Arts Pokémon;ordinary;generation-v;;;;one;9;200;nothing;fighting;none;45;85;50;55;50;65;inner-focus regenerator reckless;In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.
620;mienshao;Martial Arts Pokémon;ordinary;generation-v;;;;final;14;355;mienfoo;fighting;none;65;125;60;95;60;105;inner-focus regenerator reckless;It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621;druddigon;Cave Pokémon;ordinary;generation-v;;;;final;16;1390;nothing;dragon;none;77;120;90;60;90;48;rough-skin sheer-force mold-breaker;It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.
622;golett;Automaton Pokémon;ordinary;generation-v;;;;one;10;920;nothing;ground;ghost;59;74;50;35;50;35;iron-fist klutz no-guard;The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.
623;golurk;Automaton Pokémon;ordinary;generation-v;;;;final;28;3300;golett;ground;ghost;89;124;80;55;80;55;iron-fist klutz no-guard;It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624;pawniard;Sharp Blade Pokémon;ordinary;generation-v;;;;one;5;102;nothing;dark;steel;45;85;70;40;40;60;defiant inner-focus pressure;Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.
625;bisharp;Sword Blade Pokémon;ordinary;generation-v;;;;two;16;700;pawniard;dark;steel;65;125;100;60;70;70;defiant inner-focus pressure;It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.
626;bouffalant;Bash Buffalo Pokémon;ordinary;generation-v;;;;final;16;946;nothing;normal;none;95;110;95;40;95;55;reckless sap-sipper soundproof;Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.
627;rufflet;Eaglet Pokémon;ordinary;generation-v;;;;one;5;105;nothing;normal;flying;70;83;50;37;50;60;keen-eye sheer-force hustle;They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.
628;braviary;Battle Cry Pokémon;ordinary;generation-v;hisuian;;;final;17;434;rufflet;psychic;flying;100;123;75;57;75;80;keen-eye sheer-force defiant;Because this Pokémon is hotheaded and belligerent, it's Corviknight that's taken the role of transportation in Galar. Screaming a bloodcurdling battle cry, this huge and ferocious bird Pokémon goes out on the hunt. It blasts lakes with shock waves, then scoops up any prey that float to the water’s surface.
628;braviary;Valiant Pokémon;ordinary;generation-v;;;;final;15;410;rufflet;normal;flying;100;123;75;57;75;80;keen-eye sheer-force defiant;They fight for their friends without any thought about danger to themselves. One can carry a car while flying. Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.
629;vullaby;Diapered Pokémon;ordinary;generation-v;;;;one;5;90;nothing;dark;flying;70;55;75;45;65;60;big-pecks overcoat weak-armor;Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630;mandibuzz;Bone Vulture Pokémon;ordinary;generation-v;;;;final;12;395;vullaby;dark;flying;110;65;105;55;95;80;big-pecks overcoat weak-armor;It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631;heatmor;Anteater Pokémon;ordinary;generation-v;;;;final;14;580;nothing;fire;none;85;97;66;105;66;65;gluttony flash-fire white-smoke;It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632;durant;Iron Ant Pokémon;ordinary;generation-v;;;;final;3;330;nothing;bug;steel;58;109;112;48;48;109;swarm hustle truant;They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.
633;deino;Irate Pokémon;ordinary;generation-v;;;;one;8;173;nothing;dark;dragon;52;65;50;45;50;38;hustle;It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.
634;zweilous;Hostile Pokémon;ordinary;generation-v;;;;two;14;500;deino;dark;dragon;72;85;70;65;70;58;hustle;After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.
635;hydreigon;Brutal Pokémon;ordinary;generation-v;;;;final;18;1600;zweilous;dark;dragon;92;105;90;125;90;98;levitate;This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.
636;larvesta;Torch Pokémon;ordinary;generation-v;;;;one;11;288;nothing;bug;fire;55;85;55;50;55;60;flame-body swarm;This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.
637;volcarona;Sun Pokémon;ordinary;generation-v;;;;final;16;460;larvesta;bug;fire;85;60;65;135;105;100;flame-body swarm;When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.
638;cobalion;Iron Will Pokémon;legendary;generation-v;;;;final;21;2500;nothing;steel;fighting;91;90;129;90;72;108;justified;This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639;terrakion;Cavern Pokémon;legendary;generation-v;;;;final;19;2600;nothing;rock;fighting;91;129;90;72;90;108;justified;This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640;virizion;Grassland Pokémon;legendary;generation-v;;;;final;20;2000;nothing;grass;fighting;91;90;72;90;129;108;justified;This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641;tornadus;Cyclone Pokémon;legendary;generation-v;;therian-form;;final;15;630;nothing;flying;none;79;100;80;110;90;121;regenerator;An example of what is known as a “form change,” though I suspect this strange avian guise to be Tornadus’s true form. Tornadus has been sighted crossing the ocean while in this form.
641;tornadus;Cyclone Pokémon;legendary;generation-v;;incarnate-form;;final;15;630;nothing;flying;none;79;115;70;125;80;111;prankster defiant;The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph. This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.
642;thundurus;Bolt Strike Pokémon;legendary;generation-v;;incarnate-form;;final;15;610;nothing;electric;flying;79;115;70;125;80;111;prankster defiant;Countless charred remains mar the landscape of places through which Thundurus has passed. They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil.
